time,edge_id,edge_name,flow,speed,density,queue
4740,bottom1B0,Nguyễn Trãi (Nam→vào),5.124290186013441,27.818491638700763,18.362928336830937,0.0
4740,right0B0,Trường Chinh (Đông→vào),9.064091581231754,5.342378967348446,29.869358743421234,6.374652371021173
4740,B1B0,Tây Sơn (Tây→vào),3.103572803110165,38.82462176460753,9.846458390832712,0.0
4800,A0B0,Nguyễn Trãi (Bắc→vào),5.87182420609904,33.41581541985954,19.246472419642622,0.0
4800,bottom1B0,Nguyễn Trãi (Nam→vào),17.134758737415208,3.9309696383848993,53.742238562318285,14.741456617227426
4800,right0B0,Trường Chinh (Đông→vào),2.0625590393967337,35.71062862712295,6.252155329603181,0.0
4800,B1B0,Tây Sơn (Tây→vào),9.845326730139881,7.531501805210587,31.85168595790369,8.015565282760583
4860,A0B0,Nguyễn Trãi (Bắc→vào),18.41109771380167,6.426941843392662,59.78795885504379,12.450720536820052
4860,bottom1B0,Nguyễn Trãi (Nam→vào),1.9338074058933348,34.8595018015553,6.778437281084713,0.0
4860,right0B0,Trường Chinh (Đông→vào),8.836625769045718,4.032064008950852,30.076713087828246,8.137841961900143
4860,B1B0,Tây Sơn (Tây→vào),3.9236524212003343,34.967289332911044,12.822655907301483,0.0
4920,A0B0,Nguyễn Trãi (Bắc→vào),9.40208017720548,32.306557668703974,34.83329260362387,0.0
4920,bottom1B0,Nguyễn Trãi (Nam→vào),15.365229360589188,5.324699479418961,51.848531680752366,12.65998779020525
4920,right0B0,Trường Chinh (Đông→vào),1.9530597659797275,38.59551888855985,6.61378123672087,0.0
4920,B1B0,Tây Sơn (Tây→vào),12.007496471236614,11.694718573460625,38.69416771067058,6.564527942398696
4980,A0B0,Nguyễn Trãi (Bắc→vào),22.5288213247965,6.349740574297399,75.34389323591058,16.728759392540738
4980,bottom1B0,Nguyễn Trãi (Nam→vào),5.111632794007486,18.137481466757,16.82364778913155,2.0217231194810523
4980,right0B0,Trường Chinh (Đông→vào),9.299423299037754,5.23475743923789,27.82780911087743,6.929270864113708
4980,B1B0,Tây Sơn (Tây→vào),2.9852271773235866,38.14022623592004,9.966009872007797,0.0
5040,A0B0,Nguyễn Trãi (Bắc→vào),5.873010506386754,34.34528824886555,20.26203581207438,0.0
5040,bottom1B0,Nguyễn Trãi (Nam→vào),15.936225431274881,3.001731284365773,50.93382889761243,13.647229581012573
5040,right0B0,Trường Chinh (Đông→vào),0.9156332783020985,36.13212742181627,3.3646374014163603,0.0
5040,B1B0,Tây Sơn (Tây→vào),11.131732516546148,9.969310700715967,37.09035502948442,9.140153775436549
5100,A0B0,Nguyễn Trãi (Bắc→vào),16.80957034888104,7.043436482916686,64.00855830003651,12.738704822916016
5100,bottom1B0,Nguyễn Trãi (Nam→vào),4.75068829309963,23.8534083229162,17.70697912004928,1.0122052194489175
5100,right0B0,Trường Chinh (Đông→vào),9.179898402025547,9.297759639868891,29.621223998545553,6.081961206855636
5100,B1B0,Tây Sơn (Tây→vào),2.864178141695991,37.721246560686005,10.181727168919537,0.0
5160,A0B0,Nguyễn Trãi (Bắc→vào),9.810918722980306,20.087875745921746,29.316503555699637,0.0
5160,bottom1B0,Nguyễn Trãi (Nam→vào),18.104344053118155,5.448676811735271,53.39066235678722,15.006443857941525
5160,right0B0,Trường Chinh (Đông→vào),2.946560404340786,27.454527521467522,9.853110539923936,0.0
5160,B1B0,Tây Sơn (Tây→vào),12.442509341080253,15.524763562025932,37.85573395714628,5.365003665308841
5220,A0B0,Nguyễn Trãi (Bắc→vào),20.019701435989628,4.79987935981065,72.5003876892073,14.51052387740599
5220,bottom1B0,Nguyễn Trãi (Nam→vào),1.979456244213237,29.653054480786402,7.332798798524843,0.0
5220,right0B0,Trường Chinh (Đông→vào),8.572490075290238,4.172912763583912,28.23507792085605,8.01236691121308
5220,B1B0,Tây Sơn (Tây→vào),2.9491450386149154,22.015797040330654,9.581268297957404,0.0
5280,A0B0,Nguyễn Trãi (Bắc→vào),11.462169475601566,16.398827426446182,37.09865926604102,0.0
5280,bottom1B0,Nguyễn Trãi (Nam→vào),13.704509682605739,5.199327264533754,54.027790371249054,10.396299340138238
5280,right0B0,Trường Chinh (Đông→vào),1.021721182177293,33.19532918954889,3.1292913208152253,0.0
5280,B1B0,Tây Sơn (Tây→vào),11.130754581282751,11.266536315149066,37.12357037483144,7.546503370631251
5340,A0B0,Nguyễn Trãi (Bắc→vào),23.287020053163847,8.061115474834608,87.28519540325244,13.2105534645758
5340,bottom1B0,Nguyễn Trãi (Nam→vào),3.710788429122309,38.73129216247362,12.231854763866291,0.0
5340,right0B0,Trường Chinh (Đông→vào),9.03245827847124,4.91948810832344,28.07839618973125,5.774132424831413
5340,B1B0,Tây Sơn (Tây→vào),4.867626822734049,33.35895763570116,16.31398743450586,0.0
5400,A0B0,Nguyễn Trãi (Bắc→vào),12.139605726812821,21.964442169024437,38.95882317428918,0.0
5400,bottom1B0,Nguyễn Trãi (Nam→vào),15.016389109142581,5.306775860043956,52.03150321938411,11.785116906026477
5400,right0B0,Trường Chinh (Đông→vào),2.1601778891320915,28.808320038461336,6.747557267602276,0.0
5400,B1B0,Tây Sơn (Tây→vào),11.856386623516187,8.448219170123718,36.450075880715744,8.848827348731934
5460,A0B0,Nguyễn Trãi (Bắc→vào),30.362404011805015,7.825860365454035,109.41586407231102,27.381325267580586
5460,bottom1B0,Nguyễn Trãi (Nam→vào),11.098601599225974,15.929622304992257,35.60816908086652,3.005336471547694
5460,right0B0,Trường Chinh (Đông→vào),15.164997512978823,5.088257415026365,53.186118042353094,11.964530064685595
5460,B1B0,Tây Sơn (Tây→vào),7.475715651334153,29.510800784277638,22.600825000615867,0.0
5520,A0B0,Nguyễn Trãi (Bắc→vào),20.835111245914575,18.859378931129754,64.54493844607117,0.0
5520,bottom1B0,Nguyễn Trãi (Nam→vào),27.481775929851835,2.7872188573087517,92.43509224862039,23.42029564353926
5520,right0B0,Trường Chinh (Đông→vào),4.292660578243912,28.905799709729457,13.84160493944992,0.0
5520,B1B0,Tây Sơn (Tây→vào),17.870675098393292,9.644490466304697,64.75197385080858,12.510771344906875
5580,A0B0,Nguyễn Trãi (Bắc→vào),35.81645966441297,6.717266808783871,112.93851130274898,24.11591933756067
5580,bottom1B0,Nguyễn Trãi (Nam→vào),20.98076646445392,6.949518022507807,75.30578397916291,2.096899787027586
5580,right0B0,Trường Chinh (Đông→vào),13.727133137790963,4.105344055298269,44.25359730762554,9.81908373145783
5580,B1B0,Tây Sơn (Tây→vào),6.518159848355292,23.15152027288983,23.607484875584444,1.951024981709879
5640,A0B0,Nguyễn Trãi (Bắc→vào),26.825696230858725,13.74567007421047,80.49746038436348,1.0454300679946056
5640,bottom1B0,Nguyễn Trãi (Nam→vào),38.56666574065739,1.195278380836145,132.9010939590299,36.055954057988075
5640,right0B0,Trường Chinh (Đông→vào),3.7058387410994684,36.9994651140335,12.79528084044349,0.0
5640,B1B0,Tây Sơn (Tây→vào),18.035199872852836,11.973203975060587,59.27134498475252,13.00909039421244
5700,A0B0,Nguyễn Trãi (Bắc→vào),45.70540615676295,4.211351850693749,155.353651023618,37.62267878422006
5700,bottom1B0,Nguyễn Trãi (Nam→vào),32.29909618023629,4.424434044495447,104.58149266792118,4.084993179487229
5700,right0B0,Trường Chinh (Đông→vào),15.39771162418425,2.7145745605246283,45.23437723046989,10.837819840376751
5700,B1B0,Tây Sơn (Tây→vào),9.165544986402931,28.380306001392952,28.601929318342236,0.0
5760,A0B0,Nguyễn Trãi (Bắc→vào),37.7666574515606,8.65141556117859,120.61565074452695,1.90179805801697
5760,bottom1B0,Nguyễn Trãi (Nam→vào),44.67458541792512,1.1603050347906556,156.91851064790023,41.75482694499133
5760,right0B0,Trường Chinh (Đông→vào),3.573590743853738,26.281172245597325,13.51227114989494,0.0
5760,B1B0,Tây Sơn (Tây→vào),19.254325889226642,5.722934687894101,61.370734869691624,14.058786702320118
5820,A0B0,Nguyễn Trãi (Bắc→vào),53.723764933131086,3.806695594810109,191.06427992400424,36.68233828731267
5820,bottom1B0,Nguyễn Trãi (Nam→vào),45.04467830158672,2.9788294614170567,149.24320756260957,14.581722300367582
5820,right0B0,Trường Chinh (Đông→vào),14.540927400705145,5.841648141999657,48.97090419445947,11.194694900177456
5820,B1B0,Tây Sơn (Tây→vào),4.964802278395904,40.570162108888006,17.802558243880117,0.0
5880,A0B0,Nguyễn Trãi (Bắc→vào),48.45175453081158,9.019900568674307,145.35519094050557,1.9415125865067
5880,bottom1B0,Nguyễn Trãi (Nam→vào),62.486850559080565,0.34293446944218586,181.73489636738975,48.88586118766862
5880,right0B0,Trường Chinh (Đông→vào),2.976204774444197,22.425481873380797,10.805468497505949,0.0
5880,B1B0,Tây Sơn (Tây→vào),17.06791162245677,9.730372359631415,67.647983857821,11.395264230225873
5940,A0B0,Nguyễn Trãi (Bắc→vào),58.641014576946056,2.264297568899635,209.01013458969487,39.37613708716684
5940,bottom1B0,Nguyễn Trãi (Nam→vào),52.686968645502006,1.823954241548536,162.56845763441834,20.0630023683347
5940,right0B0,Trường Chinh (Đông→vào),13.962352214427176,7.642126181119582,45.9425322141432,8.14862418600964
5940,B1B0,Tây Sơn (Tây→vào),4.353585982715977,43.735225830073446,13.142189470488718,0.0
6000,A0B0,Nguyễn Trãi (Bắc→vào),57.37128238619773,7.371923258616966,188.19572351028856,1.998768070707069
6000,bottom1B0,Nguyễn Trãi (Nam→vào),66.09562945972263,0.3924467006578323,198.3094255598206,50.4365333396448
6000,right0B0,Trường Chinh (Đông→vào),2.925105660219127,26.14093138964235,10.28978057123824,0.0
6000,B1B0,Tây Sơn (Tây→vào),15.99279779854553,9.084239827840861,58.15311297176684,10.98460964890838
6060,A0B0,Nguyễn Trãi (Bắc→vào),71.38081214162861,2.756025032906736,231.31992975225867,43.48495365494689
6060,bottom1B0,Nguyễn Trãi (Nam→vào),47.223196141887406,2.8406765579948012,169.04309498889603,19.900267129355885
6060,right0B0,Trường Chinh (Đông→vào),15.489928812704614,5.551793917970055,51.45663250262344,9.44444754954122
6060,B1B0,Tây Sơn (Tây→vào),6.712514662271465,35.304990271175214,23.53361752183769,0.0
6120,A0B0,Nguyễn Trãi (Bắc→vào),72.9347122130772,4.043696007742012,229.39754539795345,7.562670456845047
6120,bottom1B0,Nguyễn Trãi (Nam→vào),63.02034031231281,0.5673571347324329,218.43796464151725,51.7367375012802
6120,right0B0,Trường Chinh (Đông→vào),2.0931573012874245,24.169115741395924,6.872095843268969,0.0
6120,B1B0,Tây Sơn (Tây→vào),17.327208321189985,11.105258077255135,51.76340160653612,11.741196337056294
6180,A0B0,Nguyễn Trãi (Bắc→vào),89.2951294605386,2.495761832571894,302.46586054465956,41.995920374016826
6180,bottom1B0,Nguyễn Trãi (Nam→vào),55.88586492682079,2.616623521302341,183.0226632972813,15.551606066781181
6180,right0B0,Trường Chinh (Đông→vào),13.541648613199426,6.699745323205187,50.978622493980986,10.541829802462193
6180,B1B0,Tây Sơn (Tây→vào),6.1338216604446245,36.6736462968069,19.82582726619504,0.0
6240,A0B0,Nguyễn Trãi (Bắc→vào),84.04357103453465,2.9571916274342502,310.57341689083995,32.3261587650297
6240,bottom1B0,Nguyễn Trãi (Nam→vào),63.83294040319136,0.5643846020725946,214.15792036279228,53.10223997589944
6240,right0B0,Trường Chinh (Đông→vào),2.8083093638520573,35.85883861586005,10.293629583401396,0.0
6240,B1B0,Tây Sơn (Tây→vào),17.1466997300638,10.220081781462575,57.571972737412885,9.472202824744535
6300,A0B0,Nguyễn Trãi (Bắc→vào),110.05336540769322,1.5595476338817633,325.2261967862987,63.769142891251484
6300,bottom1B0,Nguyễn Trãi (Nam→vào),59.471975260041646,2.7502051267559193,198.41139808386515,14.353261530393343
6300,right0B0,Trường Chinh (Đông→vào),12.922885088028575,3.025504861508572,45.96010393782118,9.215493992334208
6300,B1B0,Tây Sơn (Tây→vào),6.085747841880763,39.10375416027396,19.6762082957134,0.0
6360,A0B0,Nguyễn Trãi (Bắc→vào),99.07290809893674,2.258355036407994,283.7745789378687,46.896290922236005
6360,bottom1B0,Nguyễn Trãi (Nam→vào),75.82268438011447,0.35450813285919197,249.78046466903191,64.32817018792406
6360,right0B0,Trường Chinh (Đông→vào),0.9794536384583131,42.50893630849106,3.182611191252828,0.0
6360,B1B0,Tây Sơn (Tây→vào),11.60845879053294,7.1605505574167365,36.03936924010057,8.635310442859705
6420,A0B0,Nguyễn Trãi (Bắc→vào),102.14378219230807,0.6459810757438026,331.9732051983775,65.88449468599796
6420,bottom1B0,Nguyễn Trãi (Nam→vào),65.68405577558778,2.2018663292668563,185.99223089804585,16.54522362789306
6420,right0B0,Trường Chinh (Đông→vào),4.036646887444381,12.760919050886834,12.25592136809187,2.9661852826157853
6420,B1B0,Tây Sơn (Tây→vào),3.7551061936559,33.19042234051318,13.654369855903093,0.0
6480,A0B0,Nguyễn Trãi (Bắc→vào),81.04850748328136,2.735888426315344,282.4205789055396,29.101383392442497
6480,bottom1B0,Nguyễn Trãi (Nam→vào),79.02588695264406,0.46903503176997813,212.12865325358877,57.717452139027756
6480,right0B0,Trường Chinh (Đông→vào),1.086183286039165,38.89532410881832,3.463794258700746,0.0
6480,B1B0,Tây Sơn (Tây→vào),6.93716827535109,9.237159591460173,23.65076017499069,6.119109990004647
6540,A0B0,Nguyễn Trãi (Bắc→vào),93.17986022460406,1.3779091407748063,305.3639700548419,63.72230447481538
6540,bottom1B0,Nguyễn Trãi (Nam→vào),46.14210522832074,3.409430521779711,133.89573876791945,16.471157454783878
6540,right0B0,Trường Chinh (Đông→vào),3.7785908635913024,8.38701501937107,13.890191334077953,4.19748102900928
6540,B1B0,Tây Sơn (Tây→vào),1.9105272981044172,34.20017199306873,6.783456030030519,0.0
6600,A0B0,Nguyễn Trãi (Bắc→vào),72.25164378141166,3.9496716416340054,261.1299869212761,16.07722631742247
6600,bottom1B0,Nguyễn Trãi (Nam→vào),64.69780309456335,1.0364310554818894,224.6220745859743,51.323533517814305
6600,right0B0,Trường Chinh (Đông→vào),0.9997439066639965,32.616878395504784,3.397610728491315,0.0
6600,B1B0,Tây Sơn (Tây→vào),5.950967130442646,18.615936558605277,19.833072069891436,3.6238403144051885
6660,A0B0,Nguyễn Trãi (Bắc→vào),79.31654074031584,1.670046702059061,270.6180862736103,54.12575699127173
6660,bottom1B0,Nguyễn Trãi (Nam→vào),61.01132330474409,1.951551552219118,195.93830941185746,15.30639579494126
6660,right0B0,Trường Chinh (Đông→vào),4.0181169813803495,8.671124421495598,14.167462476959987,3.0178838791691085
6660,B1B0,Tây Sơn (Tây→vào),1.0321969396638428,46.041968845113075,3.2461215356090967,0.0
6720,A0B0,Nguyễn Trãi (Bắc→vào),52.05450090701004,3.0380224003839102,189.12406835166624,18.842150050147755
6720,bottom1B0,Nguyễn Trãi (Nam→vào),64.84166519372711,0.30841031734951857,211.4767076634007,59.08187217655093
6720,right0B0,Trường Chinh (Đông→vào),0.9578384864853564,42.05965619356514,3.4647871068344784,0.0
6720,B1B0,Tây Sơn (Tây→vào),4.695296734894093,15.410279017161802,17.915670339821283,3.062068847578532
6780,A0B0,Nguyễn Trãi (Bắc→vào),62.14600480748156,0.8741441272055033,211.69622034354103,47.44255360818184
6780,bottom1B0,Nguyễn Trãi (Nam→vào),44.24822225842317,3.022854825884961,146.8141970415518,10.037856643978419
6780,right0B0,Trường Chinh (Đông→vào),4.183180508471203,8.318099272980369,13.542379581292801,3.0009025020654105
6780,B1B0,Tây Sơn (Tây→vào),1.8673607282260436,42.69071438691442,6.585075403970699,0.0
6840,A0B0,Nguyễn Trãi (Bắc→vào),49.07504715685632,7.040787278660511,171.10808896641487,2.1165307535547178
6840,bottom1B0,Nguyễn Trãi (Nam→vào),50.741159473332694,0.1324618831743225,153.81763434425645,51.95374559424799
6840,right0B0,Trường Chinh (Đông→vào),0.983616345281902,40.82914898131413,3.1952296039312995,0.0
6840,B1B0,Tây Sơn (Tây→vào),5.250689456326151,13.3934226206702,16.01497334809323,2.0589546886035603
6900,A0B0,Nguyễn Trãi (Bắc→vào),58.53362899546119,1.5701798917312457,167.95661788233164,42.410554854332474
6900,bottom1B0,Nguyễn Trãi (Nam→vào),39.47418649876907,2.6729880028773167,117.39057898703311,4.978030814396095
6900,right0B0,Trường Chinh (Đông→vào),3.96909886415002,8.151527912382658,12.722911175371314,4.188057892976718
6900,B1B0,Tây Sơn (Tây→vào),2.8956086082493946,26.095211482290686,9.899447672740585,0.0
6960,A0B0,Nguyễn Trãi (Bắc→vào),39.552282366239,5.1810622893322495,140.7527540616369,8.08464389311802
6960,bottom1B0,Nguyễn Trãi (Nam→vào),44.53349294079669,0.05845822514185431,144.86988447359067,44.90574701307109
6960,right0B0,Trường Chinh (Đông→vào),1.0088286679226854,37.85921340675944,3.1612148935168123,0.0
6960,B1B0,Tây Sơn (Tây→vào),6.620464174718322,13.71058226815386,23.266553984493235,5.300076564564831
7020,A0B0,Nguyễn Trãi (Bắc→vào),47.21265098682551,0.7987346520205396,164.8855441875176,42.60765422960993
7020,bottom1B0,Nguyễn Trãi (Nam→vào),26.296696829180576,5.075859094737008,82.43782886418848,2.9466452526643447
7020,right0B0,Trường Chinh (Đông→vào),4.503494807506784,8.109351662094035,12.725965253633767,3.0503761885399534
7020,B1B0,Tây Sơn (Tây→vào),1.0938422305640836,37.68596941393766,3.4260821840630498,0.0
7080,A0B0,Nguyễn Trãi (Bắc→vào),27.76279714168971,9.124120933810925,95.59623841503253,2.038288573638505
7080,bottom1B0,Nguyễn Trãi (Nam→vào),32.52581745344386,0.1323134667414257,113.5611657989021,26.162539479656346
7080,right0B0,Trường Chinh (Đông→vào),0.9268278999081498,43.66821710980499,3.330725762147314,0.0
7080,B1B0,Tây Sơn (Tây→vào),4.852323246509128,17.68848976822293,17.251731401135444,3.067765290141147
7140,A0B0,Nguyễn Trãi (Bắc→vào),37.58386925664213,2.9731179332235533,116.95003554805128,33.787923406490215
7140,bottom1B0,Nguyễn Trãi (Nam→vào),14.844097534621765,4.670884355274719,46.6388022800832,3.767514243972014
7140,right0B0,Trường Chinh (Đông→vào),3.854183232451278,8.291999664691653,13.192543501924801,3.857579591624212
7140,B1B0,Tây Sơn (Tây→vào),2.9018780339898305,28.951424919556594,9.392054537947935,1.0685270494307066
7200,A0B0,Nguyễn Trãi (Bắc→vào),18.74534651877441,11.299703154735345,64.52782718245959,1.9515969868427323
7200,bottom1B0,Nguyễn Trãi (Nam→vào),20.829200783427847,1.4011539897976193,72.40012162346132,22.242920312402987
7200,right0B0,Trường Chinh (Đông→vào),0.9468792794070219,29.315288628079436,3.274513785503374,0.0
7200,B1B0,Tây Sơn (Tây→vào),5.841168171790178,12.479565315512549,18.97771971835267,5.102009044220317
7260,A0B0,Nguyễn Trãi (Bắc→vào),9.727593479324373,9.64410588582484,29.003060999905305,4.62483264930454
7260,bottom1B0,Nguyễn Trãi (Nam→vào),1.006551355809671,32.97442915794475,3.393092603081513,0.0
7260,right0B0,Trường Chinh (Đông→vào),3.79953120386184,8.244666533950364,12.405899558106995,2.919328298046429
7260,B1B0,Tây Sơn (Tây→vào),0.9945136274152855,40.32050331372327,3.572760268635166,0.0
7320,A0B0,Nguyễn Trãi (Bắc→vào),1.996438926380991,38.16482831511201,6.618988379520773,0.0
7320,bottom1B0,Nguyễn Trãi (Nam→vào),6.522340421729453,2.3519483434081274,23.671375628557513,6.192064097798628
7320,right0B0,Trường Chinh (Đông→vào),0.0,38.571468338587465,0.0,0.0
7320,B1B0,Tây Sơn (Tây→vào),4.814451976500641,7.846093223879803,17.930725357826184,4.049589512170375
7380,A0B0,Nguyễn Trãi (Bắc→vào),8.369743102874974,7.576869259917725,26.2582407288569,5.957581349356859
7380,bottom1B0,Nguyễn Trãi (Nam→vào),1.0017305937092629,40.12209013441248,3.2341398561913546,0.0
7380,right0B0,Trường Chinh (Đông→vào),3.943440850170486,15.009225056495247,13.115975418070503,2.9197782992672163
7380,B1B0,Tây Sơn (Tây→vào),1.9893818069377425,33.474889787948364,6.836974581129653,0.0
7440,A0B0,Nguyễn Trãi (Bắc→vào),2.0223122018406166,38.41943000293625,6.631923534847472,0.0
7440,bottom1B0,Nguyễn Trãi (Nam→vào),8.246725679875912,3.2545877656437527,26.14000121925962,5.8404367518171725
7440,right0B0,Trường Chinh (Đông→vào),0.950014388566531,34.14490765521202,3.577505755430662,0.0
7440,B1B0,Tây Sơn (Tây→vào),5.687523710213618,12.401314722083164,19.885790108222164,4.08204240313591
7500,A0B0,Nguyễn Trãi (Bắc→vào),8.441871686161011,8.560832318267227,29.73315711720131,5.860269550542577
7500,bottom1B0,Nguyễn Trãi (Nam→vào),0.9793831563897635,30.020053185539346,3.3481222482492994,0.0
7500,right0B0,Trường Chinh (Đông→vào),4.645789476850782,7.82649159489713,18.154795083827178,3.6524570809725736
7500,B1B0,Tây Sơn (Tây→vào),2.0443812709383105,44.12453204399251,6.786112429560587,0.0
7560,A0B0,Nguyễn Trãi (Bắc→vào),2.0463369806032685,36.26325059604765,6.988002907092704,0.0
7560,bottom1B0,Nguyễn Trãi (Nam→vào),6.464249659960153,1.8341820681239691,22.487632516746846,5.8519795978851965
7560,right0B0,Trường Chinh (Đông→vào),0.0,40.81788295728637,0.0,0.0
7560,B1B0,Tây Sơn (Tây→vào),5.183895773107094,8.4927926641285,17.05009595761174,3.5349257250251425
7620,A0B0,Nguyễn Trãi (Bắc→vào),10.18719322585313,10.118704771887638,34.98057226155481,6.071047835036408
7620,bottom1B0,Nguyễn Trãi (Nam→vào),1.0315990741880698,39.989892236696704,3.339708746058377,0.0
7620,right0B0,Trường Chinh (Đông→vào),3.71914618038185,0.01865584281066691,12.475425883166453,3.9093123403262813
7620,B1B0,Tây Sơn (Tây→vào),1.0165520077498098,25.7573080257689,3.1063129432578838,0.0
7680,A0B0,Nguyễn Trãi (Bắc→vào),2.954607036079433,34.838141158009094,9.286431798906879,0.0
7680,bottom1B0,Nguyễn Trãi (Nam→vào),7.806883936510142,2.989295390708852,24.31014105571228,6.942616274990551
7680,right0B0,Trường Chinh (Đông→vào),1.0435277804709864,24.069928631351523,3.351245735151857,0.0
7680,B1B0,Tây Sơn (Tây→vào),5.3698186276685576,10.208806831827847,17.604555352155383,1.7724263596278247
7740,A0B0,Nguyễn Trãi (Bắc→vào),9.807466524570163,5.542214999839364,29.97987631961279,7.22434675178824
7740,bottom1B0,Nguyễn Trãi (Nam→vào),2.1314807871505903,28.806057597669568,5.913490740641427,0.0
7740,right0B0,Trường Chinh (Đông→vào),4.972566454592454,7.373622829903325,16.508029770380205,3.797463229722368
7740,B1B0,Tây Sơn (Tây→vào),1.0176360081513172,35.15255885138745,3.3058695472111763,0.0
7800,A0B0,Nguyễn Trãi (Bắc→vào),4.153364574356849,31.33760074210708,14.730297566837791,0.0
7800,bottom1B0,Nguyễn Trãi (Nam→vào),8.048471179719785,7.468133470970078,24.72412516380871,5.841472160665343
7800,right0B0,Trường Chinh (Đông→vào),2.0130764187911545,39.053945942183276,6.536767621173557,0.0
7800,B1B0,Tây Sơn (Tây→vào),5.205938282969046,12.987162960385811,18.088572331331815,1.8661617588676156
7860,A0B0,Nguyễn Trãi (Bắc→vào),11.96443041238444,7.157576351951422,40.899956682693094,9.47129187873319
7860,bottom1B0,Nguyễn Trãi (Nam→vào),1.927071306362634,29.496444986073826,6.8547804130567,0.0
7860,right0B0,Trường Chinh (Đông→vào),5.875658080249242,19.20732066440878,20.11458443702388,3.867459718328947
7860,B1B0,Tây Sơn (Tây→vào),2.0633910377733744,40.155834410528605,6.776986678611399,0.0
7920,A0B0,Nguyễn Trãi (Bắc→vào),2.0002993291199958,44.80874319227797,6.92621613691835,0.0
7920,bottom1B0,Nguyễn Trãi (Nam→vào),8.136083990747336,0.3682475545880375,25.58767141670433,7.0341613973734045
7920,right0B0,Trường Chinh (Đông→vào),0.0,39.17178367296176,0.0,0.0
7920,B1B0,Tây Sơn (Tây→vào),4.9062896342755975,7.57618464274673,15.522807935878438,3.8941455386600214
7980,A0B0,Nguyễn Trãi (Bắc→vào),9.340311673633414,7.341478240092397,30.492551959247308,3.0109912971878545
7980,bottom1B0,Nguyễn Trãi (Nam→vào),1.0189421301729198,35.108168227463416,3.3627871815316666,0.0
7980,right0B0,Trường Chinh (Đông→vào),3.753037382617704,8.608124701275251,12.922148212756731,2.9863693605561057
7980,B1B0,Tây Sơn (Tây→vào),1.0721152395593123,37.89967858628507,3.329219498866981,0.0
8040,A0B0,Nguyễn Trãi (Bắc→vào),5.849776576872925,22.105635914671115,19.377459847334446,0.9892812445147443
8040,bottom1B0,Nguyễn Trãi (Nam→vào),6.420716629885185,5.296784166723278,22.082699647016742,4.639505316089997
8040,right0B0,Trường Chinh (Đông→vào),0.9477478145206849,36.223735443114315,3.2740701033100863,0.0
8040,B1B0,Tây Sơn (Tây→vào),4.744738709830419,7.40088740885124,15.746991070713026,4.1829248107973696
8100,A0B0,Nguyễn Trãi (Bắc→vào),12.03130399119452,7.479856818126726,40.6455949281865,9.315832851224442
8100,bottom1B0,Nguyễn Trãi (Nam→vào),0.9863074747226881,34.16803405720263,3.1413382523995086,0.0
8100,right0B0,Trường Chinh (Đông→vào),4.915792008089852,7.3034347596867235,17.260326052109594,3.8360492142458313
8100,B1B0,Tây Sơn (Tây→vào),1.030985098274124,40.32761125250402,3.136106513329662,0.0
8160,A0B0,Nguyễn Trãi (Bắc→vào),7.118956376417447,31.36985858026701,22.672332036737416,0.0
8160,bottom1B0,Nguyễn Trãi (Nam→vào),14.221233509451,5.484584120396179,45.20958163744111,11.81256651573607
8160,right0B0,Trường Chinh (Đông→vào),2.040982845732869,36.405088983858256,7.1087376620704275,0.0
8160,B1B0,Tây Sơn (Tây→vào),10.30806733400112,11.158807124961799,33.88347773786189,5.606459050266836
8220,A0B0,Nguyễn Trãi (Bắc→vào),17.892046658222558,8.309358744159766,65.96121712928864,13.436298207548905
8220,bottom1B0,Nguyễn Trãi (Nam→vào),2.9453342621603307,39.474711624815754,10.24935972053486,0.0
8220,right0B0,Trường Chinh (Đông→vào),8.909894967755264,6.3432650949860445,29.821047874322975,6.798051270017863
8220,B1B0,Tây Sơn (Tây→vào),3.0054089890196694,46.424597895975005,9.978433205179547,0.0
8280,A0B0,Nguyễn Trãi (Bắc→vào),6.998378459721479,30.308370465487364,25.663399915535926,0.0
8280,bottom1B0,Nguyễn Trãi (Nam→vào),14.731872592352778,1.2325242484900982,46.97581072071468,12.535713489793773
8280,right0B0,Trường Chinh (Đông→vào),2.118763439272112,36.49115775571536,6.689638854942597,0.0
8280,B1B0,Tây Sơn (Tây→vào),11.111526276538802,16.676865582961227,37.67191116481702,5.814316034222591
8340,A0B0,Nguyễn Trãi (Bắc→vào),19.4996389226031,7.947166147845593,69.65236573780187,12.57335891919373
8340,bottom1B0,Nguyễn Trãi (Nam→vào),5.121290278136435,27.728742858004836,15.002411131480237,0.0
8340,right0B0,Trường Chinh (Đông→vào),8.76243706320406,4.970046423205268,27.47651027731346,7.384717044441734
8340,B1B0,Tây Sơn (Tây→vào),2.9997911022834978,39.45502048263793,10.105145645543075,0.0
8400,A0B0,Nguyễn Trãi (Bắc→vào),6.295840895088229,32.30626722985481,19.285123438102488,0.0
8400,bottom1B0,Nguyễn Trãi (Nam→vào),16.52589435590899,4.402927318455557,60.3844267767108,15.587350942729477
8400,right0B0,Trường Chinh (Đông→vào),2.08056786392425,34.645777848086,6.56193661713176,0.0
8400,B1B0,Tây Sơn (Tây→vào),10.33870068434615,7.915755644389016,30.10881434932373,8.028167650930916
8460,A0B0,Nguyễn Trãi (Bắc→vào),17.14068736458226,6.554126543346584,56.195958249468006,12.23546979418177
